,types,prediction,err type,err label,probability
6333,0,0,0,"fantasy, correct",0.023330512968819144
4119,0,0,0,"fantasy, correct",0.021610969000281588
2761,0,0,0,"fantasy, correct",0.029404459658563253
12370,1,1,3,"scifi, correct",0.9949254742535608
9009,0,0,0,"fantasy, correct",1.8332720280125576e-05
4926,0,1,2,fantasy->scifi,0.7990281777978778
14118,1,1,3,"scifi, correct",0.9939618913432078
12084,1,1,3,"scifi, correct",0.9945958105825671
19618,1,1,3,"scifi, correct",0.5391929163579059
5003,0,0,0,"fantasy, correct",0.0011827059450224748
18187,1,0,1,scifi->fantasy,0.018876789931569982
2657,0,0,0,"fantasy, correct",0.08659391514342708
943,0,1,2,fantasy->scifi,0.5550533853208112
10260,1,1,3,"scifi, correct",0.9930493872101488
8268,0,0,0,"fantasy, correct",0.1290336332489002
7734,0,0,0,"fantasy, correct",0.37493401646885494
19642,1,1,3,"scifi, correct",0.7734049349989106
5070,0,0,0,"fantasy, correct",0.07436686643180059
16442,1,0,1,scifi->fantasy,0.458458563004292
4442,0,0,0,"fantasy, correct",0.12118556075873552
5255,0,1,2,fantasy->scifi,0.6124742272563954
14133,1,1,3,"scifi, correct",0.9886437356436801
17298,1,1,3,"scifi, correct",0.7050869395286045
14432,1,1,3,"scifi, correct",0.9962434763375153
11375,1,1,3,"scifi, correct",0.8722172232264633
11441,1,1,3,"scifi, correct",0.6981668613876102
16928,1,1,3,"scifi, correct",0.9935295356780809
786,0,0,0,"fantasy, correct",0.044459291827035625
1966,0,0,0,"fantasy, correct",0.0038360720580820863
13903,1,1,3,"scifi, correct",0.8556683602178825
3555,0,0,0,"fantasy, correct",0.023133220719499546
10626,1,1,3,"scifi, correct",0.6741403043306046
1402,0,0,0,"fantasy, correct",0.4189259983328812
9381,0,0,0,"fantasy, correct",0.2394914988762082
3622,0,0,0,"fantasy, correct",0.0004576535971646541
832,0,0,0,"fantasy, correct",0.003945989514446161
1841,0,0,0,"fantasy, correct",0.02449587784563821
11299,1,1,3,"scifi, correct",0.758102235277257
13678,1,1,3,"scifi, correct",0.7244130429701648
1374,0,0,0,"fantasy, correct",0.02475008057887056
150,0,0,0,"fantasy, correct",0.3814361626321613
192,0,1,2,fantasy->scifi,0.6923663954428146
14929,1,1,3,"scifi, correct",0.799590938998218
13176,1,1,3,"scifi, correct",0.8980104992632815
13847,1,1,3,"scifi, correct",0.6182453182723792
5350,0,1,2,fantasy->scifi,0.80490872570063
6880,0,0,0,"fantasy, correct",0.4424745783473895
14883,1,1,3,"scifi, correct",0.9382792573739612
13902,1,1,3,"scifi, correct",0.9902303228997195
19256,1,1,3,"scifi, correct",0.7911166388320674
16692,1,0,1,scifi->fantasy,0.04436744228015088
8298,0,0,0,"fantasy, correct",0.2265392714461946
16261,1,0,1,scifi->fantasy,0.0019838956986039393
10850,1,1,3,"scifi, correct",0.9802806304569971
5835,0,0,0,"fantasy, correct",0.05457964063156314
19789,1,0,1,scifi->fantasy,0.4980284194538528
7823,0,0,0,"fantasy, correct",1.8602236115244665e-05
10340,1,1,3,"scifi, correct",0.8192255354499082
568,0,0,0,"fantasy, correct",0.2938349668855826
1738,0,0,0,"fantasy, correct",0.1281266132282683
7935,0,0,0,"fantasy, correct",0.3215148132667706
7483,0,0,0,"fantasy, correct",0.07547388331620522
6480,0,1,2,fantasy->scifi,0.5420290533727268
16053,1,1,3,"scifi, correct",0.9999981763513773
8801,0,0,0,"fantasy, correct",0.007410203196221882
10520,1,1,3,"scifi, correct",0.5864302437832419
13646,1,1,3,"scifi, correct",0.863506232514495
944,0,0,0,"fantasy, correct",0.0018850472910686869
8485,0,0,0,"fantasy, correct",0.40671452386052787
14533,1,1,3,"scifi, correct",0.9978238039028619
7931,0,0,0,"fantasy, correct",0.3362589871206517
7004,0,0,0,"fantasy, correct",0.004623277777403845
14894,1,1,3,"scifi, correct",0.7052039819227562
3897,0,0,0,"fantasy, correct",0.017690263248343
13516,1,1,3,"scifi, correct",0.8030497693715966
19194,1,1,3,"scifi, correct",0.6143670680027998
10187,1,1,3,"scifi, correct",0.9971313975294029
8634,0,0,0,"fantasy, correct",0.017426103337078093
10870,1,1,3,"scifi, correct",0.8658393493712684
2524,0,0,0,"fantasy, correct",0.08935933043048877
2578,0,0,0,"fantasy, correct",2.2226806963571077e-07
16991,1,1,3,"scifi, correct",0.667192356266326
6017,0,0,0,"fantasy, correct",0.00037627783143532185
15739,1,1,3,"scifi, correct",0.914747200389275
11751,1,0,1,scifi->fantasy,0.2573001801961021
6381,0,1,2,fantasy->scifi,0.6038602736089734
17053,1,1,3,"scifi, correct",0.7734049349989106
17194,1,1,3,"scifi, correct",0.5676712961508524
14800,1,1,3,"scifi, correct",0.797894711325381
14566,1,1,3,"scifi, correct",0.6208089996730087
14541,1,1,3,"scifi, correct",0.9737294834174132
7545,0,1,2,fantasy->scifi,0.5522689944526459
7693,0,0,0,"fantasy, correct",0.02636884212792004
9950,0,0,0,"fantasy, correct",0.04724434053306008
9378,0,0,0,"fantasy, correct",0.018909618488994608
5270,0,1,2,fantasy->scifi,0.7443765072140589
6090,0,0,0,"fantasy, correct",0.018338370460486326
8502,0,0,0,"fantasy, correct",0.2649334447735013
7754,0,0,0,"fantasy, correct",0.0006018933381112051
2754,0,0,0,"fantasy, correct",0.1978823225208458
7979,0,1,2,fantasy->scifi,0.6743275795848214
18728,1,1,3,"scifi, correct",0.9719193809955665
9854,0,0,0,"fantasy, correct",0.005738489746859657
603,0,0,0,"fantasy, correct",0.2566592338202706
3660,0,0,0,"fantasy, correct",0.33112894056773734
14869,1,1,3,"scifi, correct",0.6726662712259946
19943,1,1,3,"scifi, correct",0.700829170796964
8841,0,1,2,fantasy->scifi,0.58191827771799
7895,0,0,0,"fantasy, correct",0.0474129107052367
1590,0,1,2,fantasy->scifi,0.5740806174878468
5117,0,1,2,fantasy->scifi,0.650644242167634
4908,0,0,0,"fantasy, correct",0.14169494905542543
9484,0,0,0,"fantasy, correct",0.23868284761589123
15655,1,1,3,"scifi, correct",0.9710565986721295
12381,1,1,3,"scifi, correct",0.6901461312298981
11556,1,1,3,"scifi, correct",0.843176977252935
14530,1,1,3,"scifi, correct",0.9998841304958278
3935,0,0,0,"fantasy, correct",0.14300978860551816
19643,1,1,3,"scifi, correct",0.8196566874269426
118,0,0,0,"fantasy, correct",0.0925273841254152
3864,0,0,0,"fantasy, correct",0.3163338035445812
10503,1,1,3,"scifi, correct",0.9717361835832258
15224,1,1,3,"scifi, correct",0.7844189777010123
4585,0,0,0,"fantasy, correct",0.18786831817023883
19091,1,1,3,"scifi, correct",0.5806601068044911
16114,1,1,3,"scifi, correct",0.5692267296373577
199,0,0,0,"fantasy, correct",0.2954308926234508
4387,0,0,0,"fantasy, correct",0.0010817588015898198
15169,1,1,3,"scifi, correct",0.6573459120509564
15447,1,1,3,"scifi, correct",0.7122346124485839
4359,0,0,0,"fantasy, correct",0.16410245115356484
372,0,0,0,"fantasy, correct",0.001959560845464
12772,1,1,3,"scifi, correct",0.8791521185073722
16399,1,1,3,"scifi, correct",0.941868653515759
10092,1,1,3,"scifi, correct",0.9232822438273895
2081,0,1,2,fantasy->scifi,0.5590338554020445
5199,0,1,2,fantasy->scifi,0.6294668978073158
9079,0,0,0,"fantasy, correct",0.0900018088482335
13576,1,1,3,"scifi, correct",0.9830051341654624
18724,1,1,3,"scifi, correct",0.6124742272563954
17508,1,0,1,scifi->fantasy,0.31723266138431205
19520,1,0,1,scifi->fantasy,0.47103686141578704
16419,1,1,3,"scifi, correct",0.5883981620546221
13040,1,1,3,"scifi, correct",0.892305993098088
9609,0,1,2,fantasy->scifi,0.6432572816387938
4102,0,0,0,"fantasy, correct",0.40780554301853345
12867,1,1,3,"scifi, correct",0.6452466309048618
5293,0,1,2,fantasy->scifi,0.6220072319680684
11152,1,1,3,"scifi, correct",0.999748127248483
1069,0,0,0,"fantasy, correct",0.0030014909053006477
8863,0,0,0,"fantasy, correct",0.3724568762986372
10668,1,0,1,scifi->fantasy,0.40056219698436824
11996,1,1,3,"scifi, correct",0.9985833030119253
2179,0,1,2,fantasy->scifi,0.6562355880474996
6143,0,0,0,"fantasy, correct",0.10922972732369188
14802,1,1,3,"scifi, correct",0.9948332188973379
12734,1,1,3,"scifi, correct",0.9179439467839824
11341,1,1,3,"scifi, correct",0.63653808830707
19174,1,1,3,"scifi, correct",0.9726904423144719
18094,1,1,3,"scifi, correct",0.9981881256198454
2481,0,0,0,"fantasy, correct",0.08329164958377666
6948,0,0,0,"fantasy, correct",9.780694222048558e-07
2893,0,0,0,"fantasy, correct",0.08424103405477279
9630,0,0,0,"fantasy, correct",0.0005948701816899743
4136,0,0,0,"fantasy, correct",0.3776474025446684
11898,1,1,3,"scifi, correct",0.8936297026844494
10430,1,1,3,"scifi, correct",0.5526492045322599
10490,1,0,1,scifi->fantasy,0.3413922921789425
1857,0,0,0,"fantasy, correct",0.1883461208364206
10732,1,1,3,"scifi, correct",0.5518249709245775
4318,0,0,0,"fantasy, correct",0.0033058164892868654
9021,0,0,0,"fantasy, correct",0.06868155785822573
13397,1,1,3,"scifi, correct",0.5750322837048554
1598,0,0,0,"fantasy, correct",0.013851434349604407
859,0,0,0,"fantasy, correct",4.328212394895927e-13
7355,0,0,0,"fantasy, correct",0.41796431623972663
17651,1,1,3,"scifi, correct",0.6454550718043092
5576,0,1,2,fantasy->scifi,0.6124742272563954
19729,1,0,1,scifi->fantasy,0.11963387133554945
543,0,0,0,"fantasy, correct",0.19118525542030107
10742,1,1,3,"scifi, correct",0.7734049349989106
5380,0,0,0,"fantasy, correct",0.4385767502258153
1021,0,1,2,fantasy->scifi,0.6054869462925099
1321,0,0,0,"fantasy, correct",0.11062829350457212
5687,0,0,0,"fantasy, correct",0.029713551249263996
11610,1,0,1,scifi->fantasy,0.264466111923634
13565,1,1,3,"scifi, correct",0.8356102251644864
9879,0,0,0,"fantasy, correct",0.01437942411059023
7601,0,1,2,fantasy->scifi,0.5610545187342496
18138,1,1,3,"scifi, correct",0.6901911162706676
6392,0,0,0,"fantasy, correct",0.2689904545326892
8994,0,0,0,"fantasy, correct",0.41808193875051275
3076,0,0,0,"fantasy, correct",0.3530559945013015
12517,1,0,1,scifi->fantasy,0.44486949597334197
17014,1,1,3,"scifi, correct",0.6185199255311525
8987,0,0,0,"fantasy, correct",0.36446847140514627
7416,0,0,0,"fantasy, correct",0.01279809176525659
13132,1,1,3,"scifi, correct",0.6659532362554116
3706,0,0,0,"fantasy, correct",4.72803100407769e-08
3647,0,0,0,"fantasy, correct",0.4569564760090519
3610,0,0,0,"fantasy, correct",0.47018869880197744
8266,0,0,0,"fantasy, correct",0.013420149884651886
17673,1,1,3,"scifi, correct",0.5847809721816526
17488,1,1,3,"scifi, correct",0.8733720130238907
6021,0,0,0,"fantasy, correct",0.030657860069905202
8984,0,0,0,"fantasy, correct",0.2936552720274804
3561,0,0,0,"fantasy, correct",0.2250236575366159
14185,1,1,3,"scifi, correct",0.9960737855505714
14110,1,1,3,"scifi, correct",0.9928235545113366
5647,0,0,0,"fantasy, correct",0.012796657339275756
13841,1,1,3,"scifi, correct",0.9306166466256126
8389,0,0,0,"fantasy, correct",0.008757256795023718
13082,1,1,3,"scifi, correct",0.999713164216139
16949,1,1,3,"scifi, correct",0.8900623631980832
5529,0,0,0,"fantasy, correct",0.02084476221258128
215,0,1,2,fantasy->scifi,0.6261460150328128
1677,0,0,0,"fantasy, correct",0.39914032266516725
11362,1,1,3,"scifi, correct",0.7318407793331886
17937,1,0,1,scifi->fantasy,0.457749688633225
5039,0,0,0,"fantasy, correct",0.08343742774208186
4977,0,0,0,"fantasy, correct",0.4864042183080218
7703,0,1,2,fantasy->scifi,0.5581308133725524
18253,1,1,3,"scifi, correct",0.9976435875309754
18025,1,1,3,"scifi, correct",0.6907982344771084
8019,0,0,0,"fantasy, correct",0.3719476532454415
7635,0,0,0,"fantasy, correct",0.3851783593554374
3000,0,0,0,"fantasy, correct",5.605657280555575e-05
11794,1,0,1,scifi->fantasy,0.4981204062028174
5604,0,0,0,"fantasy, correct",0.28936880444422003
16840,1,1,3,"scifi, correct",0.8779777314442847
4003,0,0,0,"fantasy, correct",0.4671174446964975
452,0,0,0,"fantasy, correct",0.021492974752555186
8400,0,0,0,"fantasy, correct",0.0013217154382115417
11474,1,1,3,"scifi, correct",0.7174301564953035
5841,0,0,0,"fantasy, correct",0.0029689362647482985
19419,1,1,3,"scifi, correct",0.8763103790763098
9774,0,1,2,fantasy->scifi,0.6807279223843591
6595,0,1,2,fantasy->scifi,0.5352168491978715
19204,1,1,3,"scifi, correct",0.8593021293523873
18135,1,1,3,"scifi, correct",0.9262422302946101
17537,1,1,3,"scifi, correct",0.7515487836415583
13353,1,1,3,"scifi, correct",0.5414357574612693
6946,0,0,0,"fantasy, correct",0.022243888629939562
11925,1,1,3,"scifi, correct",0.8813980444714181
8716,0,0,0,"fantasy, correct",0.0009034034512737215
6775,0,1,2,fantasy->scifi,0.8568315803051071
18368,1,1,3,"scifi, correct",0.9236384531674823
15117,1,1,3,"scifi, correct",0.8474953342983751
8372,0,0,0,"fantasy, correct",0.32342871124706885
800,0,1,2,fantasy->scifi,0.7474196442978733
460,0,0,0,"fantasy, correct",0.019477168623245195
8784,0,1,2,fantasy->scifi,0.6124742272563954
9308,0,0,0,"fantasy, correct",0.18768340335218078
13307,1,1,3,"scifi, correct",0.7735091204036936
10501,1,1,3,"scifi, correct",0.9877656468114214
9032,0,0,0,"fantasy, correct",0.30747520307872567
6470,0,0,0,"fantasy, correct",0.18467307111950995
19581,1,1,3,"scifi, correct",0.6552247790576515
2356,0,0,0,"fantasy, correct",0.017643569905192558
11416,1,1,3,"scifi, correct",0.9945958105825671
1493,0,0,0,"fantasy, correct",0.32875820937120215
14946,1,1,3,"scifi, correct",0.9637326603044377
16,0,0,0,"fantasy, correct",0.252548257707801
4043,0,1,2,fantasy->scifi,0.5869850351920479
8858,0,0,0,"fantasy, correct",0.00015869215156389023
11279,1,1,3,"scifi, correct",0.8941318753791951
13685,1,1,3,"scifi, correct",0.8036700996836931
19801,1,1,3,"scifi, correct",0.6399886076112992
9452,0,0,0,"fantasy, correct",0.0015077275979066924
13999,1,1,3,"scifi, correct",0.8443799688021523
12391,1,0,1,scifi->fantasy,0.12598598585510973
7223,0,0,0,"fantasy, correct",0.0874727154259607
9997,0,0,0,"fantasy, correct",0.10853387558346077
18919,1,1,3,"scifi, correct",0.9999013905715193
17189,1,1,3,"scifi, correct",0.5867107629727681
9466,0,1,2,fantasy->scifi,0.5089422513652895
8515,0,0,0,"fantasy, correct",0.3330265805297514
7172,0,0,0,"fantasy, correct",0.06536445487487157
18293,1,1,3,"scifi, correct",0.767274815053725
16210,1,1,3,"scifi, correct",0.9403284148046445
11810,1,1,3,"scifi, correct",0.800846198589235
6074,0,1,2,fantasy->scifi,0.5786075557826185
2275,0,1,2,fantasy->scifi,0.6179623870332225
3833,0,0,0,"fantasy, correct",0.0019571154308972234
5733,0,1,2,fantasy->scifi,0.6124742272563954
18435,1,1,3,"scifi, correct",0.768055427742114
15611,1,1,3,"scifi, correct",0.9985099210983863
7629,0,0,0,"fantasy, correct",0.15236442445230308
19285,1,1,3,"scifi, correct",0.9222919185930091
10589,1,1,3,"scifi, correct",0.782245262399586
14829,1,1,3,"scifi, correct",0.959423104351195
16846,1,0,1,scifi->fantasy,0.42658226114491404
9303,0,1,2,fantasy->scifi,0.8826291825107407
17348,1,0,1,scifi->fantasy,0.37228579252266536
2601,0,0,0,"fantasy, correct",0.058371496479020867
19866,1,1,3,"scifi, correct",0.5442686252320699
18755,1,1,3,"scifi, correct",0.5274554745152118
838,0,0,0,"fantasy, correct",0.4636141536192015
17624,1,1,3,"scifi, correct",0.9974576694376653
19233,1,0,1,scifi->fantasy,0.083121209490026
16340,1,0,1,scifi->fantasy,0.19541133086298235
11774,1,1,3,"scifi, correct",0.880456359469784
19133,1,1,3,"scifi, correct",0.7502644664736102
5669,0,0,0,"fantasy, correct",0.003910413309357519
19914,1,1,3,"scifi, correct",0.9979067013776544
7198,0,0,0,"fantasy, correct",0.26290398029773887
14680,1,1,3,"scifi, correct",0.6634846069440502
16519,1,1,3,"scifi, correct",0.9999853765749765
76,0,1,2,fantasy->scifi,0.5880429788408953
13812,1,1,3,"scifi, correct",0.8484182252464842
705,0,0,0,"fantasy, correct",5.155750880112426e-05
18752,1,1,3,"scifi, correct",0.8956525957794713
1776,0,0,0,"fantasy, correct",0.0001432150235563359
18484,1,1,3,"scifi, correct",0.5394316947242862
2178,0,0,0,"fantasy, correct",0.0687728590475181
17795,1,1,3,"scifi, correct",0.5752369191519966
9283,0,1,2,fantasy->scifi,0.6124742272563954
1249,0,0,0,"fantasy, correct",0.0033058164892868654
4017,0,0,0,"fantasy, correct",0.2088959996286478
13681,1,1,3,"scifi, correct",0.6592417091751002
9669,0,0,0,"fantasy, correct",0.09551716326644405
237,0,0,0,"fantasy, correct",0.06428642315810618
7043,0,0,0,"fantasy, correct",0.478099897677651
12883,1,1,3,"scifi, correct",0.8850498118956401
13730,1,1,3,"scifi, correct",0.9956080163360692
107,0,0,0,"fantasy, correct",0.2856315269390936
2733,0,0,0,"fantasy, correct",0.08783156209953548
14597,1,1,3,"scifi, correct",0.8057999814052796
6343,0,0,0,"fantasy, correct",0.3930893105806769
13406,1,0,1,scifi->fantasy,0.4510798411081322
9477,0,1,2,fantasy->scifi,0.559494795481617
11920,1,1,3,"scifi, correct",0.7797913842344248
13537,1,0,1,scifi->fantasy,0.3639975351099402
17485,1,1,3,"scifi, correct",0.514074514938091
19324,1,1,3,"scifi, correct",0.8169397768421304
16042,1,1,3,"scifi, correct",0.9911452456184049
14739,1,1,3,"scifi, correct",0.999999984265125
9986,0,0,0,"fantasy, correct",0.16057855089112383
18388,1,1,3,"scifi, correct",0.9262673141732869
17897,1,1,3,"scifi, correct",0.9761478683811434
10566,1,1,3,"scifi, correct",0.5502927942690942
16381,1,0,1,scifi->fantasy,0.3139549053093558
15632,1,1,3,"scifi, correct",0.9999963902884232
6319,0,0,0,"fantasy, correct",2.0696694396255483e-06
14956,1,1,3,"scifi, correct",0.8167954053090634
12707,1,0,1,scifi->fantasy,0.26241484925746494
14306,1,1,3,"scifi, correct",0.9245301550390411
2416,0,0,0,"fantasy, correct",0.21610699354003232
1129,0,1,2,fantasy->scifi,0.7078117053939313
8729,0,1,2,fantasy->scifi,0.6125177743274222
12409,1,1,3,"scifi, correct",0.9295076145294462
5244,0,0,0,"fantasy, correct",0.00013044978532822263
1604,0,0,0,"fantasy, correct",0.033133381510649255
5915,0,0,0,"fantasy, correct",2.0615779178229874e-07
1777,0,1,2,fantasy->scifi,0.6021750579731295
6937,0,0,0,"fantasy, correct",0.34258106998355714
10731,1,1,3,"scifi, correct",0.597220449833308
17654,1,0,1,scifi->fantasy,0.3947907770936193
7449,0,0,0,"fantasy, correct",0.07016115980348692
15595,1,1,3,"scifi, correct",0.8596650636711387
7175,0,0,0,"fantasy, correct",1.7441583036103003e-09
15066,1,1,3,"scifi, correct",0.982757947395162
14203,1,0,1,scifi->fantasy,0.4780947389079628
11032,1,0,1,scifi->fantasy,0.27203666717400504
13912,1,1,3,"scifi, correct",0.796795835257108
6334,0,0,0,"fantasy, correct",0.00033335171645332507
9744,0,0,0,"fantasy, correct",2.6107175986225963e-06
10647,1,1,3,"scifi, correct",0.9581280106568553
19417,1,1,3,"scifi, correct",0.9761134009906652
17401,1,0,1,scifi->fantasy,0.24611796471415995
13346,1,1,3,"scifi, correct",0.7497803621536022
15695,1,1,3,"scifi, correct",0.5598474223306232
5734,0,0,0,"fantasy, correct",0.04989705340520933
2388,0,0,0,"fantasy, correct",0.11230699573222475
10483,1,1,3,"scifi, correct",0.9288607208500198
8898,0,0,0,"fantasy, correct",0.44518676654594036
17357,1,0,1,scifi->fantasy,0.396203563139383
4821,0,0,0,"fantasy, correct",0.0060530253607629396
5769,0,0,0,"fantasy, correct",0.4871605964143182
9498,0,0,0,"fantasy, correct",0.21805631839761755
7717,0,1,2,fantasy->scifi,0.6766304038848916
13522,1,1,3,"scifi, correct",0.9205635532101109
15676,1,1,3,"scifi, correct",0.8121004766324108
5995,0,0,0,"fantasy, correct",0.06907616478434865
15626,1,1,3,"scifi, correct",0.9040613688158341
4284,0,0,0,"fantasy, correct",0.0012123394270333236
12605,1,1,3,"scifi, correct",0.9945958105825671
3404,0,0,0,"fantasy, correct",0.0221772141694995
1633,0,0,0,"fantasy, correct",0.43389891660320984
14257,1,1,3,"scifi, correct",0.7473047656366845
17318,1,1,3,"scifi, correct",0.7787093683178967
4055,0,0,0,"fantasy, correct",0.00448936165496893
15683,1,1,3,"scifi, correct",0.9760577678411954
12023,1,0,1,scifi->fantasy,0.40188248457515585
15071,1,1,3,"scifi, correct",0.8447121605805714
863,0,0,0,"fantasy, correct",0.36242012546420643
7969,0,0,0,"fantasy, correct",0.00961252707492341
11089,1,1,3,"scifi, correct",0.9131850345711455
14126,1,1,3,"scifi, correct",0.9663788998574089
9620,0,0,0,"fantasy, correct",0.004696574898961176
2040,0,1,2,fantasy->scifi,0.5151619722594506
13940,1,0,1,scifi->fantasy,0.4409151381893415
7822,0,0,0,"fantasy, correct",0.3833236615963155
1023,0,1,2,fantasy->scifi,0.7391319188809324
10582,1,1,3,"scifi, correct",0.7180866309532825
10930,1,1,3,"scifi, correct",0.9828618520014506
1747,0,0,0,"fantasy, correct",0.0006952443129048342
3874,0,0,0,"fantasy, correct",0.3381419065828191
3311,0,0,0,"fantasy, correct",0.022577230649343163
799,0,0,0,"fantasy, correct",0.19468105588859522
13324,1,1,3,"scifi, correct",0.9496044573199083
8286,0,0,0,"fantasy, correct",0.449708863564588
509,0,0,0,"fantasy, correct",0.008860205626607139
792,0,0,0,"fantasy, correct",0.003945989514446161
9422,0,0,0,"fantasy, correct",0.0007486267220730094
2001,0,0,0,"fantasy, correct",0.1999574378487132
4166,0,0,0,"fantasy, correct",0.43841281662789944
5440,0,0,0,"fantasy, correct",0.05545833622565715
6345,0,0,0,"fantasy, correct",0.07376138710701738
6710,0,1,2,fantasy->scifi,0.5789937902795584
1393,0,0,0,"fantasy, correct",0.37197589887049365
8381,0,0,0,"fantasy, correct",0.000612758162639328
5961,0,1,2,fantasy->scifi,0.5392766967855291
10288,1,1,3,"scifi, correct",0.9996121107844248
15939,1,1,3,"scifi, correct",0.7951546759330466
17783,1,1,3,"scifi, correct",0.9024171688417729
15696,1,1,3,"scifi, correct",0.9985883900667551
2464,0,0,0,"fantasy, correct",0.0004261545670271162
15859,1,0,1,scifi->fantasy,0.4468159520392241
3982,0,0,0,"fantasy, correct",0.4894505398516965
7662,0,0,0,"fantasy, correct",0.22394646015531508
2694,0,0,0,"fantasy, correct",0.31014534008212713
9083,0,1,2,fantasy->scifi,0.609322014132591
4800,0,0,0,"fantasy, correct",0.025945536776632167
3929,0,0,0,"fantasy, correct",0.4536603582553758
14545,1,1,3,"scifi, correct",0.713591053819802
19812,1,1,3,"scifi, correct",0.939177825178434
15883,1,1,3,"scifi, correct",0.7812511981856783
19012,1,0,1,scifi->fantasy,0.2787391596381175
10375,1,1,3,"scifi, correct",0.8323306360797093
7594,0,0,0,"fantasy, correct",0.003037300458828404
12987,1,1,3,"scifi, correct",0.583688043499141
6315,0,0,0,"fantasy, correct",0.08240397799703732
18893,1,1,3,"scifi, correct",0.8214667755647669
18574,1,1,3,"scifi, correct",0.6518056961834754
10233,1,1,3,"scifi, correct",0.6650708512420056
16787,1,1,3,"scifi, correct",0.9880726744995078
19588,1,1,3,"scifi, correct",0.9575783234269613
9666,0,0,0,"fantasy, correct",0.0022420202494128462
7948,0,0,0,"fantasy, correct",0.3265190299934559
12601,1,1,3,"scifi, correct",0.6126903332143744
9983,0,0,0,"fantasy, correct",0.12916377699044312
6262,0,1,2,fantasy->scifi,0.7988374677620029
15400,1,1,3,"scifi, correct",0.6979228230771537
3198,0,1,2,fantasy->scifi,0.5414262765557546
16690,1,1,3,"scifi, correct",0.969163295827209
6907,0,0,0,"fantasy, correct",0.4865647125358555
1682,0,0,0,"fantasy, correct",0.46653406143365717
5699,0,0,0,"fantasy, correct",0.28417919620896825
19940,1,1,3,"scifi, correct",0.9725456073334229
4521,0,1,2,fantasy->scifi,0.6097113723136253
9873,0,0,0,"fantasy, correct",0.31359346433300245
16973,1,1,3,"scifi, correct",0.9713484827357016
4973,0,0,0,"fantasy, correct",3.551838285130353e-05
12824,1,1,3,"scifi, correct",0.9007704751352368
13662,1,1,3,"scifi, correct",0.9835674423371259
13606,1,1,3,"scifi, correct",0.7462795779206203
11411,1,1,3,"scifi, correct",0.9945958105825671
7183,0,0,0,"fantasy, correct",0.1699342135583464
16066,1,1,3,"scifi, correct",0.7734049349989106
6053,0,0,0,"fantasy, correct",0.33169486485453853
17108,1,0,1,scifi->fantasy,0.471096788417028
16047,1,1,3,"scifi, correct",0.9989713814694321
17084,1,1,3,"scifi, correct",0.8774889283159903
5167,0,0,0,"fantasy, correct",0.004009917822311889
15040,1,1,3,"scifi, correct",0.956772316796464
7184,0,0,0,"fantasy, correct",0.00021042949332186945
9121,0,0,0,"fantasy, correct",0.18125249513952868
6592,0,0,0,"fantasy, correct",0.49680244543581564
18291,1,1,3,"scifi, correct",0.8934732163368714
7727,0,0,0,"fantasy, correct",0.3036416624687764
10462,1,1,3,"scifi, correct",0.6530900260753029
7026,0,0,0,"fantasy, correct",0.2680863072940584
5618,0,0,0,"fantasy, correct",0.0015862911805274223
14893,1,0,1,scifi->fantasy,0.32470568144138945
19363,1,1,3,"scifi, correct",0.8903390463355602
6278,0,0,0,"fantasy, correct",0.0002349169026311909
14574,1,0,1,scifi->fantasy,0.14168070801013732
10319,1,0,1,scifi->fantasy,0.462472694037381
12657,1,1,3,"scifi, correct",0.9681528296626911
3585,0,0,0,"fantasy, correct",0.0001092440663302218
16650,1,0,1,scifi->fantasy,0.246115147336643
17641,1,0,1,scifi->fantasy,0.24584357363435466
2806,0,0,0,"fantasy, correct",0.34235241236293806
1552,0,0,0,"fantasy, correct",0.38876994953418587
14204,1,1,3,"scifi, correct",0.9999990717282411
8429,0,0,0,"fantasy, correct",0.00010090264098230582
9570,0,0,0,"fantasy, correct",0.41056838010738717
16318,1,1,3,"scifi, correct",0.9164760457848253
19129,1,1,3,"scifi, correct",0.5808591420572833
11541,1,1,3,"scifi, correct",0.687208330834616
8494,0,0,0,"fantasy, correct",4.5735059954399615e-05
91,0,1,2,fantasy->scifi,0.5469613678458247
3988,0,0,0,"fantasy, correct",0.003945989514446161
365,0,0,0,"fantasy, correct",0.21376907755249147
15915,1,1,3,"scifi, correct",0.9308486620292762
13444,1,0,1,scifi->fantasy,0.16697533980014942
7020,0,0,0,"fantasy, correct",0.08864652384889152
10417,1,1,3,"scifi, correct",0.9855145594526197
16615,1,1,3,"scifi, correct",0.9997712940182806
2088,0,0,0,"fantasy, correct",0.020054422014468762
709,0,1,2,fantasy->scifi,0.5760981839724434
19881,1,1,3,"scifi, correct",0.976512570253604
18159,1,1,3,"scifi, correct",0.8707689055541503
9330,0,1,2,fantasy->scifi,0.6347813172638798
3772,0,0,0,"fantasy, correct",0.1436988693174148
5481,0,0,0,"fantasy, correct",0.4657962761775821
12200,1,1,3,"scifi, correct",0.7023351185558641
8999,0,1,2,fantasy->scifi,0.6374889648920331
11987,1,1,3,"scifi, correct",0.9559776677375874
1947,0,0,0,"fantasy, correct",0.4196185466706792
10043,1,1,3,"scifi, correct",0.6876968968103022
7179,0,0,0,"fantasy, correct",0.020402971985197096
12291,1,1,3,"scifi, correct",0.8342887401859176
6680,0,0,0,"fantasy, correct",8.209672145208878e-05
14930,1,1,3,"scifi, correct",0.9999999999934717
